time_instant,node_0_initial_gpu,node_0_used_gpu,node_0_initial_cpu,node_0_used_cpu,node_0_initial_bw,node_0_used_bw,node_0_gpu_type,node_1_initial_gpu,node_1_used_gpu,node_1_initial_cpu,node_1_used_cpu,node_1_initial_bw,node_1_used_bw,node_1_gpu_type,node_2_initial_gpu,node_2_used_gpu,node_2_initial_cpu,node_2_used_cpu,node_2_initial_bw,node_2_used_bw,node_2_gpu_type,node_3_initial_gpu,node_3_used_gpu,node_3_initial_cpu,node_3_used_cpu,node_3_initial_bw,node_3_used_bw,node_3_gpu_type,node_4_initial_gpu,node_4_used_gpu,node_4_initial_cpu,node_4_used_cpu,node_4_initial_bw,node_4_used_bw,node_4_gpu_type,node_5_initial_gpu,node_5_used_gpu,node_5_initial_cpu,node_5_used_cpu,node_5_initial_bw,node_5_used_bw,node_5_gpu_type,node_6_initial_gpu,node_6_used_gpu,node_6_initial_cpu,node_6_used_cpu,node_6_initial_bw,node_6_used_bw,node_6_gpu_type,node_7_initial_gpu,node_7_used_gpu,node_7_initial_cpu,node_7_used_cpu,node_7_initial_bw,node_7_used_bw,node_7_gpu_type
385,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
386,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
387,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
388,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
389,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
390,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
391,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
392,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
393,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
394,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
395,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,5.5,96,42.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
396,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
397,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
398,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
399,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
400,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
401,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
402,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
403,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
404,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
405,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
406,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
407,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
408,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
409,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,6.0,96,48.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
410,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
411,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
412,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
413,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
414,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
415,8,0,96,0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.0,96,54.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
416,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
417,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
418,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
419,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
420,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
421,8,1.0,96,6.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.1,96,60.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
422,8,2.0,96,12.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.35,96,66.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
423,8,3.0,96,18.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.6,96,72.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
424,8,3.0,96,18.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.6,96,72.0,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
425,8,3.0,96,18.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.7,96,72.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
426,8,4.0,96,24.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.7,96,72.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
427,8,4.0,96,24.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
428,8,4.0,96,24.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
429,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
430,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
431,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
432,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
433,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
434,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
435,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
436,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
437,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
438,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
439,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
440,8,4.25,96,30.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
441,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
442,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
443,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
444,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
445,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
446,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
447,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
448,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
449,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
450,8,4.5,96,36.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
451,8,5.5,96,42.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,7.95,96,78.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
452,8,5.75,96,48.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,8.0,96,84.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
453,8,5.75,96,48.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,8.0,96,84.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
454,8,5.75,96,48.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,8.0,96,84.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
455,8,5.75,96,48.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,8.0,96,84.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
456,8,5.75,96,48.0,100000000000,0,MISC,8,7.2,96,95.8,100000000000,0,MISC,8,8.0,96,84.2,100000000000,0,MISC,8,6.35,96,96.0,100000000000,0,MISC,8,8.0,96,78.0,100000000000,0,MISC,8,8.0,96,90.0,100000000000,0,MISC,8,8.0,96,80.2,100000000000,0,MISC,8,5.51,96,96.0,100000000000,0,MISC
